Nombre,Razón social,Nombre de clase de la actividad,Tipo de vialidad,Nombre de la vialidad,Tipo de entre vialidad 1,Nombre de entre vialidad 1,Tipo de entre vialidad 2,Nombre de entre vialidad 2,Tipo de entre vialidad 3,Nombre de entre vialidad 3,Número exterior o kilómetro,Letra exterior,Edificio,Edificio Piso,Número interior,Letra interior,Tipo de asentamiento humano,Nombre de asentamiento humano,Tipo centro comercial,"Corredor industrial, centro comercial o mercado público",Número de local,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Manzana,Número de teléfono,Correo electrónico,Sitio en Internet,Tipo de establecimiento,Latitud,Longitud
CANCHA DEPORTIVA PALO ALTO,DIRECCION GENERAL DEL DEPORTE ALCALDIA CUAJIMALPA DE MORELOS ,Centros de acondicionamiento físico del sector público,CALLE,CERRADA PALO ALTO,CALLE,GRANJAS,ANDADOR,9,CALLE,PASEO DE LOS TAMARINDOS,0,SN,,,0,,COLONIA,GRANJAS PALO ALTO-BOSQUES DE LAS LOMAS,,,,5120,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,60,,,,Fijo,"19,38401232","-99,25303598"
CANCHAS DE FUTBOL EL YAQUI,GOBIERNO ,Centros de acondicionamiento físico del sector público,CALLE,JUAN DE DIOS,CALLE,MOLINITO,CALLE,MIGUEL ROMERO,CALLE,CARLOS ECHÁNOVE,0,SN,,,0,SN,COLONIA,MEMETLA,,,,5320,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,15,,,,Fijo,"19,36098327","-99,28628843"
CENTRO DE DESARROLLO SOCIAL EL HUIZACHITO,ALCALDIA CUAJIMALPA DE MORELOS ,Centros de acondicionamiento físico del sector público,PRIVADA,CAMINO A HUIZACHITO,CALLE,AVENIDA NOCHE DE PAZ,PRIVADA,HUIZAPANELA,CALLE,JULIÁN ADAME,,SN,,,,,COLONIA,HUIZACHITO,,,,5100,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,39,,,,Fijo,"19,37105308","-99,28004974"
DEPORTIVO CHIMALPA,GOBIERNO DE LA CIUDAD DE MEXICO ,Centros de acondicionamiento físico del sector público,CALLE,CALZADA DEL TECNOLOGICO,AVENIDA,PUERTO MEXICO,CERRADA,NINGUNO,CALLE,CAÑADA,,SN,,,,,COLONIA,SAN PABLO CHIMALPA,,,,5050,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,50,,,,Fijo,"19,35125994","-99,31560064"
DEPORTIVO MORELOS,ALCALDIA CUAJIMALPA DE MORELOS ,Centros de acondicionamiento físico del sector público,AVENIDA,JOSE MARIA CASTORENA,CALLE,SAN JOSE DE LOS CEDROS,CALLE,JULIAN ADAME,CALLE,LA TABIQUERA,,SN,,,,,COLONIA,MOLINITO,,,,5010,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,8,5558122579,,,Fijo,"19,3641233","-99,28514001"
DEPORTIVO TINAJAS,ALCALDIA DE CUAJIMALPA ,Centros de acondicionamiento físico del sector público,CALLE,CALLEJON JUSTO SIERRA,CALLE,PROLONGACION JUAREZ,CERRADA,CALLEJON JUSTO SIERRA,CALLE,PROLONGACIÓN 16 DE SEPTIEMBRE,20,,,,,,COLONIA,LOMAS DEL OCOTE,,,,5370,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,17,,,,Fijo,"19,35097607","-99,28524298"
LIGA DEPORTIVA CUAJIMALPA-PALOALTO,DIRECCION GENERAL DEL DEPORTE ALCALDIA CUAJIMALPA DE MORELOS ,Clubes deportivos del sector público,CALLE,CERRADA DE PALO ALTO,CALLE,GRANJAS,ANDADOR,9,CALLE,PASEO DE LOS TAMARINDOS,0,SN,,,0,,COLONIA,GRANJAS PALO ALTO-BOSQUES DE LAS LOMAS,,,,5120,,CIUDAD DE MÉXICO,,Cuajimalpa de Morelos,,Cuajimalpa de Morelos,,60,,,,Fijo,"19,38401462","-99,25303125"
CENTRO DEPORTIVO ESTADO DE TABASCO,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,CALLE,PIETRO MASCAGNI,CALLE,FLORENCIO CONSTANTINO,CALLE,RICHARD WAGNER,CALLE,FRANCOIS GOUNOD,49,,,,,,COLONIA,EX HIPODROMO DE PERALVILLO,,,,6250,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,12,,,,Fijo,"19,45658069","-99,13261992"
CENTRO SOCIAL Y DEPORTIVO ANTONIO CASO,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,AVENIDA,PASEO DE LA REFORMA,AVENIDA,RICARDO FLORES MAGON,EJE VIAL,2 NORTE (MANUEL GONZALEZ),AVENIDA,RICARDO FLORES MAGÓN,680,,,,,,COLONIA,TLATELOLCO TERCERA SECCION,,,,6900,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,8,,,,Fijo,"19,45095791","-99,13389791"
CENTRO URBANO PRESIDENTE JUAREZ,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,CALLE,HUATABAMPO,CALLE,TOLUCA,CALLE,TONALA,CALLE,TONALÁ,0,SN,,,0,,COLONIA,ROMA SUR,,,,6760,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,1,,,,Fijo,"19,40740605","-99,157256"
DEPORTIVO 5 DE MAYO,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,AVENIDA,RICARDO FLORES MAGON,EJE VIAL,1 PONIENTE (GUERRERO),CALLE,LERDO,EJE VIAL,2 NORTE (MANUEL GONZÁLEZ),286,,,,,,CONJUNTO HABITACIONAL,NONOALCO TLATELOLCO,,,,6900,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,2,,,,Fijo,"19,45395473","-99,14292235"
DEPORTIVO BICENTENARIO,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,EJE VIAL,3 SUR (DOCTOR IGNACIO MORONES PRIETO),CALLE,RENACIMIENTO,CALLE,DOCTOR BARRAGAN,CALLE,DOCTOR GILBERTO BOLAÑOS CACHO,56,,,,,,COLONIA,CUAHUTEMOC,,,,6780,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,10,,DEPORTIVOBICENTENARIO@0UTLOOK.COM,ALCADIACUAUHTÉMOC.COM,Fijo,"19,40689221","-99,14737627"
DEPORTIVO CUAUHTÉMOC,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,CALLE,LUIS DONALDO COLOSIO,CALLE,JESUS GARCIA,CALLE,JUAN ALDAMA,CALLE,CARLOS J. MENESES,,SN,,,,,COLONIA,BUENAVISTA,,,,6350,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,9,,,,Fijo,"19,44231942","-99,15116468"
DEPORTIVO GUELATAO,ALCALDÍA CUAUHTÉMOC ,Clubes deportivos del sector público,CALLE,REPUBLICA DE HONDURAS,CALLE,PLAZA COMONFORT,CALLE,PLAZA COMONFORT,CALLE,PLAZA COMONFORT,0,SN,GUELATAO,PISO 2,0,,COLONIA,CENTRO (ÁREA 3),OTRO CONGLOMERADO,GUELATAO,SN,6020,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,12,,,,Fijo,"19,44082933","-99,13574998"
DEPORTIVO JOSE MARIA MORELOS Y PAVON,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,CALLE,RIVERO,AVENIDA,PERALVILLO,CALLE,JESUS CARRANZA,CALLE,MATAMOROS,21,,,,,,COLONIA,MORELOS,,,,6200,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,9,,,,Fijo,"19,44840434","-99,13157203"
DEPORTIVO PEÑOLES,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,CALZADA,CALZADA DE GUADALUPE,CALLE,PLOMO,PEATONAL,TELURO,CALZADA,CALZADA DE GUADALUPE,125,,,,,,CIUDAD,VALLE GOMEZ,,,,6240,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,6,5543358000,,,Fijo,"19,45866132","-99,12724022"
DEPORTIVO TEPITO,ALCALDÍA CUAUHTÉMOC ,Centros de acondicionamiento físico del sector público,CALLE,TOLTECAS,CALLE,CARIDAD,CALLE,LA RINCONADA,CALLE,LA RINCONADA,3,,,,,,COLONIA,MORELOS,,,,6200,,CIUDAD DE MÉXICO,,Cuauhtémoc,,Cuauhtémoc,,4,5543358208,,,Fijo,"19,44562892","-99,12788191"
ADMINISTRACION DE DEPORTIVO GERTRUDIS SANCHEZ,ADMINISTRACION ,Centros de acondicionamiento físico del sector público,CALLE,NORTE 94,EJE VIAL,3 NORTE (ÁNGEL ALBINO CORZO-ORIENTE 101),EJE VIAL,4 NORTE (AVENIDA TALISMAN),AVENIDA,GRAN CANAL,,SN,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,U. H. SAN JUAN DE ARAGON 1RA SECC,,,,7839,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,4,,,,Fijo,"19,46266975","-99,09783697"
AMPLIACION DEL MODULO DE PARTICIPACION CIUDADANA DE GAM 14,GDF9712054NA GOBIERNO DE LA CIUDAD DE MEXICO ,Centros de acondicionamiento físico del sector público,CALLE,GUINEAS,CALLE,CAIRO,CIRCUITO,INTERIOR (AVENIDA RIO CONSULADO),CALLE,CAIRO,,SN,,,,,COLONIA,FERNANDO CASAS ALEMAN,,,,7960,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,9,,,,Fijo,"19,45126573","-99,09702764"
CANCHA DE BASQUETBOL Y FITNESS,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,JESUS DIAZ LEON,CALLE,EVA SAMANO DE LOPEZ MATEOS,AVENIDA,PERIFERICO,PRIVADA,SAN JUANICO,0,SN,,,0,,COLONIA,AMPLIACION GABRIEL HERNANDEZ,,,,7080,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,,,,Fijo,"19,50716483","-99,10527537"
CENTRO DE ACONDICIONAMIENTO FISICO,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,AVENIDA,FERNANDO AMILPA,CALLE,AVENIDA FERNANDO AMILPA,AVENIDA,FERNANDO AMILPA,CALLE,ATILANO MORALES,80,,,,,,UNIDAD HABITACIONAL,C T M ATZACOALCO,,,,7090,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,22,,,,Fijo,"19,50895358","-99,10018019"
CENTRO DE RECREACION Y DEPORTIVO SANTA ISABEL TOLA GDF,ALCALDÍA GAM,Clubes deportivos del sector público,CALLE,AXAYACATL,AVENIDA,ACUEDUCTO DE GUADALUPE,AVENIDA,HUITZILIHUITL (LAS TORRES),CALLE,AXAYÁCATL,,SN,,,,,COLONIA,SANTA ISABEL TOLA,,,,7010,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,,,,Fijo,"19,49641008","-99,11381183"
CENTRO DEPORTIVO MIGUEL HIDALGO Y COSTILLA,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,AVENIDA 517,AVENIDA,508,CALLE,SEGUNDA CERRADA AVENIDA 517,CALLE,AVENIDA 521,143,,,,,,COLONIA,SAN JUAN DE ARAGON I SECCIÓN,,,,7969,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,20,5539199922,DEPORTIVOMIGUELHIDALGO@LIVE.COM.MX,,Fijo,"19,46078355","-99,09186614"
CENTRO DEPORTIVO ROSENDO ARNAIZ,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,MARTHA,CALLE,HENRY FORD,CALLE,SAUL,CALLE,OTILIA,181,,,,,,COLONIA,GUADALUPE TEPEYAC,,,,7840,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,26,,,,Fijo,"19,46952682","-99,11834182"
CENTRO DEPORTIVO ZONAL 3 BICENTENARIO,ALCALDÍA GUSTAVO A MADERO ,Centros de acondicionamiento físico del sector público,PROLONGACION,CAMINO PARQUE CENTRAL,CALLE,CAMINO DE LA SECRETARIA,CALLE,NORTE 94-A,OTRO (ESPECIFIQUE),NINGUNO,,SN,,,,,COLONIA,EL MILAGRO,,,,7530,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,53,5557377534,,,Fijo,"19,48740073","-99,08342947"
CETED CENTRO TECNICO  DEPORTIVO,ALCALDÍA GUSTAVO A MADERO ,Centros de acondicionamiento físico del sector público,CALLE,ANGANGUEO,CALLE,IXCATEOPAN,CALLE,APATZINGAN,AVENIDA,DOLORES HIDALGO,2273,SN,,,,,COLONIA,SAN FELIPE DE JESUS,,,,7510,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,8,,,,Fijo,"19,49242102","-99,07785489"
DEPORTIVO BINGUIÑEROS,ALCALDÍA GUSTAVO A. MADERO ,Centros de acondicionamiento físico del sector público,CALLE,BINGUINEROS,AVENIDA,NINGUNO,CERRADA,SEGUNDA BINGUINEROS,OTRO (ESPECIFIQUE),NINGUNO,,SN,,,,,COLONIA,AMPLIACION MALACATES,,,,7119,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,29,,,,Fijo,"19,57928239","-99,13023807"
DEPORTIVO BONDOJITO,ALCALDÍA GUSTAVO A MADERO ,Centros de acondicionamiento físico del sector público,CALLE,NORTE 74-A,CALLE,HENRY FORD,AVENIDA,VICTORIA ORIENTE,CALLE,NORTE 72-A,,SN,,,,,COLONIA,AMPL EMILIANO ZAPATA,,,,7850,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,13,,,,Fijo,"19,46436546","-99,10570735"
DEPORTIVO CARMEN SERDAN,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,ESTADO DE MEXICO,CALLE,NINGUNO,CALLE,MORELOS,CALLE,NINGUNO,200,,,,,,COLONIA,LOMA LA PALMA,,,,7160,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,27,51182800,,,Fijo,"19,55077677","-99,14832618"
DEPORTIVO FRANCISCO ZARCO,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,AVENIDA,503,EJE VIAL,3 NORTE (ÁNGEL ALBINO CORZO-ORIENTE 101),EJE VIAL,4 NORTE (AVENIDA 510),AVENIDA,503,,SN,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,SAN JUAN DE ARAGON 1RA SECC,,,,7839,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,5557601219,,,Fijo,"19,46301751","-99,09477981"
DEPORTIVO JOSE HUITLACOCHE MENDEL II,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,AVENIDA,RIO DE LOS REMEDIOS,CALLE,ANILLO PERIFERICO NORTE,CALLE,SIN REFERENCIA,CALLE,URANIO,,SN,,,,,COLONIA,PROGRESO NACIONAL,,,,7600,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,43,5553670029,,,Fijo,"19,51865933","-99,14677139"
DEPORTIVO JOSE HUTLACOCHE MEDEL,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,AVENIDA,RIO DE LOS REMEDIOS,CALLE,18,CALLE,17,CALLE,TRES ANEGAS,90,,,,,,COLONIA,AMPLIACION PROGRESO NACIONAL,,,,7650,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,16,555553670029,,,Fijo,"19,51485808","-99,15786705"
DEPORTIVO JUVENTINO ROSAS,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,AVENIDA,JUVENTINO ROSAS (VENUSTIANO CARRANZA),CALLE,ESCUELA SECUNDARIA 160,CALLE,FRANCISCO VILLA,CALLE,PEÑA GORDA,0,SN,,,0,SN,COLONIA,VALLE DE MADERO,,,,7190,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,13,,,,Fijo,"19,55205361","-99,13668502"
DEPORTIVO MANUEL M PONCE,ALCALDÍA GAM,Clubes deportivos del sector público,CALLE,SANTIAGO DE CHILE,CALLE,PUERTO BARACOS,CALLE,VIÑA DEL MAR,CALLE,MARACAY,,SN,,,,,COLONIA,RESIDENCIAL ZACATENCO,,,,7369,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,20,5557528957,,,Fijo,"19,50702522","-99,12318805"
DEPORTIVO MARGARITA MAZA DE JUAREZ,ALCALDÍA GUSTAVO A MADERO ,Centros de acondicionamiento físico del sector público,CALLE,MARGARITA MAZA DE JUAREZ,AVENIDA,SIN REFERENCIA,CALLE,NINGUNO,CALLE,NINGUNO,,SN,,,,,COLONIA,MARGARITA MAZA DE JUAREZ,,,,7700,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,5553897202,,,Fijo,"19,5069964","-99,15505526"
DEPORTIVO MIGUEL ALEMAN,ALCALDÍA GUSTAVO A MADERO ,Clubes deportivos del sector público,CALLE,LINDAVISTA,CALLE,LIMA,CALLE,MATANZAS,CALLE,BUENAVISTA,,SN,,,,,COLONIA,LINDAVISTA,,,,7300,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,5,,,,Fijo,"19,49430183","-99,12778424"
DEPORTIVO NICOLAS BRAVO,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,ARTES,CALLE,GENERAL BUSTAMANTE,CALLE,JUAN DIEGO,ANDADOR,LÓPEZ MATEOS,,SN,,,,,COLONIA,MARTIN CARRERA,,,,7060,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,2,,,,Fijo,"19,49142826","-99,10651646"
DEPORTIVO TOKIO,ALCALDÍA GUSTAVO A. MADERO ,Centros de acondicionamiento físico del sector público,CALLE,TOKIO,CALLE,SAN ÁNGEL,CALLE,PRIMAVERA,CALLE,NINGUNO,,SN,,,,,COLONIA,MALACATES,,,,7119,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,23,,,,Fijo,"19,57629283","-99,13488145"
GIMNASIO DE LA CIUDAD DE MEXICO GUSTAVO A. MADERO,ALCALDÍA GAM,Clubes deportivos del sector público,CALLE,18 DE MARZO,CALLE,LICENCIADO ADOLFO LOPEZ MATEOS,CALLE,NINGUNO,CALLE,MORELOS,,SN,,,,,COLONIA,LOMA LA PALMA,,,,7160,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,27,,,,Fijo,"19,55144688","-99,14544486"
GIMNASIO NUEVA ATZACOALCO,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,314,EJE VIAL,3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA),EJE VIAL,3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA),EJE VIAL,3 ORIENTE (AVENIDA INGENIERO EDUARDO MOLINA),,SN,,,,,COLONIA,JUAN GONZALEZ ROMERO,,,,7410,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,38,,,,Fijo,"19,50219201","-99,08805862"
MODULO DE BIENESTAR SOCIAL NUEVOS HORIZONTES,GOBIERNO DE LA CIUDAD DE MEXICO ,Centros de acondicionamiento físico del sector público,CALLE,CERRADA ORIENTE 157,CALLE,MANUEL BUENROSTRO,CALLE,SIN REFERENCIA,CALLE,MANUEL BUENROSTRO,,SN,,,,,UNIDAD HABITACIONAL,EDUARDO MOLINA II,,,,7458,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,,,,Fijo,"19,48341342","-99,09162693"
MODULO DE COMITE DE PARTICIPACION CIUDADANA,GOBIERNO CDMX ,Centros de acondicionamiento físico del sector público,CALLE,GUTY CARDENAS,CALLE,CONSUELO VELAZQUEZ,CALLE,FOLKLORICOS MEXICANOS,CALLE,MARIO MORENO,,SN,,,,,COLONIA,COMPOSITORES MEXICANOS,,,,7130,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,42,,,,Fijo,"19,5666167","-99,1396036"
MODULO DEPORTIVO 100 METROS LAZARO CARDENAS AREA INFANTIL,ALCALDÍA GAM,Centros de acondicionamiento físico del sector público,CALLE,JUPITER,AVENIDA,CENTRAL,EJE VIAL,CENTRAL (LAZARO CARDENAS),CALLE,URANIO,,SN,,,,,COLONIA,NUEVA INDUSTRIAL VALLEJO,,,,7700,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,4,,,,Fijo,"19,51171383","-99,15243686"
NUEVOS HORIZONTES,ASOCIACION NACIONAL DE AYUDA MUTUA DE TRABAJADORES JUBILADOS Y PENSIONADOS DEL IMSS AC,Centros de acondicionamiento físico del sector público,CALLE,RIOBAMBA,CALLE,LICENCIADO JOSE URBANO FONSECA,EJE VIAL,4 NORTE (AVENIDA FORTUNA),EJE VIAL,4 NORTE (AVENIDA FORTUNA),624,,,,0,,COLONIA,LINDAVISTA SUR,,,,7300,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,10,5557473500,NACIONALNUEVOSHORIZONTES@HOTMAIL.COM,WWW.ASOCIACINDEJUBILADOSNUEVOSHORIZONTES,Fijo,"19,48194861","-99,13251932"
OFICINA ADMINISTRATIVA DEL DEPORTIVO HERMANOS GALEANA DE LA GUSTAVO A MADERO,ALCALDÍA GAM,Clubes deportivos del sector público,AVENIDA,JOSE LORETO FABELA,AVENIDA,416,AVENIDA,FRANCISCO MORAZAN,AVENIDA,416,,SN,,,,,COLONIA,SAN JUAN DE ARAGÓN VII SECCIÓN,,,,7910,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,26517063,,,Fijo,"19,47427006","-99,07886249"
UNIDAD DEPORTIVA BENITO JUAREZ,ALCALDÍA GAM,Clubes deportivos del sector público,AVENIDA,INSTITUTO POLITECNICO NACIONAL,CALLE,LICENCIADO JOSE URBANO FONSECA,EJE VIAL,4 NORTE (AVENIDA FORTUNA),CALLE,RIOBAMBA,1601,,,,,,COLONIA,LINDAVISTA SUR,,,,7300,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,10,,,,Fijo,"19,48381204","-99,13469991"
DIRECCION DE GESTION DEL BOSQUE SAN JUAN DE ARAGON,GOBIERNO DE LA CIUDAD DE MEXICO ,Parques de diversiones y temáticos del sector público,EJE VIAL,4 NORTE (AVENIDA 510),AVENIDA,JOSE LORETO FABELA,EJE VIAL,5 NORTE (AVENIDA 412),AVENIDA,508,,SN,PARQUE RECREATIVO,PLANTA BAJA,,,OTRO (ESPECIFIQUE),SAN JUAN DE ARAGON EJIDOS 2DA SECC,PARQUE RECREATIVO,BOSQUE DE ARAGON,SN,7979,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,1,,DBSJA.SMA@GMAIL.COM,WWW.SEDEMA.CDMX.GOB.MX,Fijo,"19,46361791","-99,07864133"
EL CANTIL,ALCALDÍA GAM,Parques de diversiones y temáticos del sector público,CALLE,RIO SAN JAVIER,AVENIDA,ACUEDUCTO,CALLE,RIO SAN JAVIER,AVENIDA,ACUEDUCTO,0,SN,,,0,,COLONIA,CANDELARIA TICOMAN,,,,7310,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,18,,,,Fijo,"19,51873362","-99,14259709"
PARQUE EL SAPO,GAM PARQUE EL SAPO ,Parques de diversiones y temáticos del sector público,CALLE,BUGAMBILIA,CALLE,MARGARITAS,AVENIDA,CENTENARIO,CALLE,MARGARITAS,0,SN,,,,,COLONIA,JUAN GONZALEZ ROMERO,,,,7410,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,35,,,,Fijo,"19,50824492","-99,09081188"
PARQUE NACIONAL DEL TEPEYAC,GOBIERNO ,Parques de diversiones y temáticos del sector público,CALLE,NINGUNO,AVENIDA,HUITZILIHUITL,CALLE,CHICHINANTLA,CALLE,PABLO LIVA (CABO BUENA ESPERANZA),,SN,,,,,COLONIA,AMPLIACION GABRIEL HERNANDEZ,,,,7010,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,20,,,,Fijo,"19,50451567","-99,1090374"
PARQUE RECREATIVO JUSTICIA SOCIAL,ALCALDÍA GUSTAVO A. MADERO ,Parques de diversiones y temáticos del sector público,AVENIDA,GRAN CANAL,CALLE,PUERTO SALINA CRUZ,EJE VIAL,5 NORTE (CALZADA SAN JUAN DE ARAGON),AVENIDA,GRAN CANAL DEL DESAGÜE,,SN,,,,,COLONIA,CASAS ALEMAN,,,,7580,,CIUDAD DE MÉXICO,,Gustavo A. Madero,,Gustavo A. Madero,,28,,,,Fijo,"19,47832331","-99,08982642"
CENTRO DE DESARROLLO DEPORTIVO,ALCALDÍA IZTACALCO ,Centros de acondicionamiento físico del sector público,VIADUCTO,RIO DE LA PIEDAD,CALLE,ORIENTE 217,CIRCUITO,INTERIOR (AVENIDA RIO CHURUBUSCO),EJE VIAL,4 ORIENTE (RÍO CHURUBUSCO),,SN,,,,,COLONIA,UNIDAD DEPORTIVA MAGDALENA MIXHUCA,,,,15020,,CIUDAD DE MÉXICO,,Iztacalco,,Iztacalco,,1,56486308,,,Fijo,"19,4082337","-99,09128332"
CENTRO SOCIAL Y DEPORTIVO COYUYA,ALCALDÍA IZTACALCO ,Centros de acondicionamiento físico del sector público,CALLE,COYUYA,VIADUCTO,RIO DE LA PIEDAD,CALLE,MIGUEL HIDALGO,CALLE,TERRAPLÉN RÍO FRÍO,10,,PARQUE RECREATIVO,PLANTA BAJA,,,COLONIA,LA CRUZ,PARQUE RECREATIVO,DEPORTIVO,10,8310,,CIUDAD DE MÉXICO,,Iztacalco,,Iztacalco,,13,5556502566,,,Fijo,"19,40445005","-99,11980051"
CENTRO SOCIAL Y DEPORTIVO EL RECREO,ALCALDÍA IZTACALCO ,Centros de acondicionamiento físico del sector público,CALLE,SUR 115,CALLE,ORIENTE 110,AVENIDA,RECREO,CALLE,SUR 113-B,0,SN,,,0,,COLONIA,JUVENTINO ROSAS,,,,8700,,CIUDAD DE MÉXICO,,Iztacalco,,Iztacalco,,14,5556484075,,,Fijo,"19,39387136","-99,10730539"
CENTRO SOCIAL Y DEPORTIVO FORTALEZA,ALCALDÍA IZTACALCO ,Centros de acondicionamiento físico del sector público,CALLE,ORIENTE 116,CALLE,PUENTE ZACATE,CALLE,PUENTE JUAN CARBONERO,CALLE,ORIENTE 110,0,SN,,,0,,COLONIA,GABRIEL RAMOSMILLAN,,,,8000,,CIUDAD DE MÉXICO,,Iztacalco,,Iztacalco,,12,,,,Fijo,"19,38771208","-99,09182602"
CENTRO SOCIAL Y DEPORTIVO GRANJAS MEXICO,ALCALDÍA IZTACALCO ,Centros de acondicionamiento físico del sector público,CALLE,CHICLE,EJE VIAL,4 SUR (PRESIDENTE PLUTARCO ELIAS CALLES),CALLE,CANELA,CALLE,CHICLE,0,SN,,,0,,COLONIA,GRANJAS MEXICO,,,,8400,,CIUDAD DE MÉXICO,,Iztacalco,,Iztacalco,,16,,,,Fijo,"19,39805899","-99,10594781"
